feedback_id,posted_at,source,rating,review_text,author,true_campaign_id
FB_000859,2024-10-30 12:31:05,Insta,,"Easy returns, no questions asked. Great support, very responsive. Better than Lululemon honestly.",GymRat99,
FB_000283,1/4/24,tiktok,5,"Saw you on my fyp — Excelente compra, vale totalmente la pena.",mike_t,TKTK_001
FB_001141,10 Jan 2024,TT comment,★★★★★,Saw you on my fyp — Arrived way faster than expected. Better than Adidas honestly. 💯,kayla_,TKTK_001
FB_001029,7/3/24,Trustpilot,4,"Cheaper than i expected and worth it. Great support, very responsive.",user8842,
FB_000419,"February 1, 2024",fb comment,5.0,10/10. Checkout was smooth and easy. (the dynamic ad on tiktok) 👎,user8842,TKTK_003
FB_000484,5/21/24,fb comment,★★★★☆,Arrived way faster than expected. Even better quality than the photos. The leggings is great. 😡,TrailDad,TKTK_001
FB_000295,  2024-02-29 ,Google,,"Frustrated tbh. Runs really small, had to send it back. Checkout failed three times before it worked. The gym shorts was a letdown.",fitlife.amy,
FB_000868,2024.10.21,Yotpo,2 stars,Save your money. Not worth the money at all. 👎,j.doe,
FB_001148,  2024-06-23 ,website review,,Would not buy again. Not worth the money at all. The app kept crashing at payment. 🔥,kayla_,
FB_000197,2024-02-07 14:15:31,Yotpo,,It's fine. Delivery was fine i guess. 👎,fitlife.amy,
FB_000833,  2024-08-30 ,FB,,"Super contento con el producto, lo recomiendo. (your retargeting ad)",m.garcia,META_002
FB_001187,6/4/24,TT comment,5 stars,The ad that kept following me around — Honestly impressed. Arrived way faster than expected. 🙄,—,META_002
FB_000849,8/11/24,Play Store,,"Can't recommend enough. Fit is perfect, true to size. Got it in two days, amazing. (googled running gear and your ad popped up) 😍",anon,GOOG_002
FB_000449,19 Apr 2024,IG,5,Googled running gear and your ad popped up — 10/10. Support team was so helpful and quick. Got it in two days amazing. The moisturizer is great.,TrailDad,GOOG_002
FB_000032,"November 21, 2024",TT comment,1/5,Ugh. Support was useless and rude. 🔥,fitlife.amy,META_002
FB_000506,  2024-06-21 ,Facebook,,"fit is perfect, true to size. the gym shorts is great. 🔥",@runner_jane,GOOG_002
FB_000181,,instagram,,Way overpriced for what you get.,j.doe,
FB_000999,2024-03-27 23:00:34,GMB,,saw your search ad — really disappointed. the app kept crashing at payment. 🙄,mike_t,GOOG_002
FB_000010,2024.06.25,Facebook,,"That banner ad followed me — Would not buy again. Runs really small, had to send it back. 🙄",Sarah K.,GOOG_003
FB_000157,  2024-08-24 ,TikTok,,It's fine. Returns were okay a bit slow.,anon,META_001
FB_000042,4/14/24,FB,2/5,Really disappointed. Sizing chart is totally off. The leggings was a letdown. ❤️,wellness_wendy,
FB_000201,2024-05-15 06:09:30,Google Play,,can't recommend enough. the quality is genuinely amazing. 😍,—,
FB_001362,16 May 2024,fb comment,4 stars,"Not bad, not great. Returns were okay, a bit slow. Shipping was about average. (your tiktok product ad) ❤️",fitlife.amy,TKTK_003
FB_000847,09/20/2024,Trustpilot,★★★★★,Checkout was smooth and easy. 😡,—,TKTK_003
FB_000761,2024.02.08,Play Store,,Can't recommend enough. Checkout was smooth and easy. (a tiktoker reviewed it) 🤷,,TKTK_002
FB_000982,"June 29, 2024",Yotpo,,would not buy again. still haven't gotten my refund weeks later. the sneakers was a letdown. 👎,Sarah K.,
FB_001247,2024-11-06,instagram,,Checkout was smooth and easy. Even better quality than teh photos. 😡,Sarah K.,
FB_001013,"June 15, 2024",email survey,,support team was so helpful and quick. better than gymshark honestly.,—,
FB_001075,5/6/24,Play Store,,"Really disappointed. Website is a buggy mess. Runs really small, had to send it back. Going back to Alo honestly. 🙄",GymRat99,
FB_000427,14 Nov 2024,fb comment,★★★★☆,"Excelente compra, vale totalmente la pena. (your retargeting ad)",j.doe,META_002
FB_001125,2024-03-19,GMB,,"The creator's tiktok about you — Pesima experiencia, el envio tardo siglos. ❤️",GymRat99,TKTK_002
FB_000078,7 Oct 2024,GMB,,Broke within a week. The backpack was a letdown. 🔥,mike_t,
FB_001485,2024-04-08,tiktok,1 stars,Ugh. Still haven't gotten my refund weeks later. The yoga mat was a letdown. 😡,,GOOG_001
FB_001279,01/18/2024,fb comment,5.0,Even better quality than the photos. The leggings is great. 👎,j.doe,
FB_000828,11/2/24,instagram,,So happy with my order. Arrived way faster than expected. Better than Amazon Basics honestly. 🤷,,
FB_001361,2024.08.31,FB,5/5,10/10. Customer service sorted my issue in minutes. 🔥,fitlife.amy,TKTK_002
FB_000245,04/27/2024,tt,,The app kept crashing at payment. 👎,m.garcia,
FB_000384,12/25/2024,Yotpo,,Saw you on my fyp — So happy with my order. Return was painless and refund was fast. The gym shorts is great. 🙄,user8842,TKTK_001
FB_000409,2024-04-23,Google Play,★★★★☆,Love this! The promo price was a steal. 🤷,Sarah K.,
FB_000560,2024-12-10,Trustpilot,5/5,Honestly impressed. Even better quality than the photos. The sneakers is great. 🔥,fitlife.amy,
FB_000772,4/30/24,App Store,,"Muy decepcionado, la calidad es malisima. 👎",anon,
FB_000065,2024-12-01 01:16:34,instagram,,Saw you on my fyp — Broke within a week. Tracking never updated and it showed up late. 😡,m.garcia,TKTK_001
FB_000867,08/26/2024,Trustpilot,5,"Can't recommend enough. Fit is perfect, true to size. The promo price was a steal. (found you searching your brand on google) 💯",mike_t,GOOG_001
FB_000905,3/5/24,TikTok,4,Honestly impressed. Checkout was smooth and easy. The leggings is great. (your youtube ad) 😡,,GOOG_003
FB_001383,2024-09-06,website review,4.0,"Your retargeting ad — Super contento con el producto, lo recomiendo. 🤷",the_real_dan,META_002
FB_001177,9/25/24,Google Play,,frustrated tbh. shipping is painfully slow. fell apart after one wash. the gym shorts was a letdown. 😡,anon,
FB_000793,  2024-02-19 ,TT comment,2,The creator's tiktok about you — Would not buy again. Runs really small had to send it back. The price went up right after i bought. 💯,—,TKTK_002
FB_001421,10/09/2024,Facebook,★★★★★,"Love this! Easy returns, no questions asked. Arrived way faster than expected. Better than Lululemon honestly. 😡",anon,
FB_000510,03/11/2024,IG,2 stars,Still waiting on a reply from support. The moisturizer was a letdown. 😍,user8842,META_002
FB_000591,29 Feb 2024,email survey,5/5,Honestly impressed. The quality is genuinely amazing. 🤷,,
FB_000269,5/3/24,fb comment,1,Saw your search ad — El servicio al cliente no respondio nunca. ❤️,,GOOG_002
FB_001188,2024-10-24,Play Store,,me encanta! la calidad es increible y llego rapidisimo. (your insta brand campaign),m.garcia,META_001
FB_001349,,Google Play,★★★★★,"Can't recommend enough. Got it in two days, amazing. Honestly great value for the price. ❤️",—,
FB_000382,"October 2, 2024",IG,3/5,"Not bad, not great. It's fine, does the job. The water bottle is ok.",kayla_,TKTK_002
FB_000889,  2024-01-03 ,tiktok,2/5,The return process is an absolute nightmare. Still waiting on a reply from support.,anon,
FB_000812,19 Dec 2024,google reviews,3,"Not bad, not great. Delivery was fine i guess. Quality is decent, nothing special. The hoodie is ok. (a tiktoker reviewed it) 👎",fitlife.amy,TKTK_002
FB_000971,11/03/2024,Facebook,★★★☆☆,"Mixed feelings. Fit is alright, maybe size up. Price is about what you'd expect. 😍",m.garcia,GOOG_003
FB_000331,2/16/24,GMB,5 stars,"Super contento con el producto, lo recomiendo. 🤷",kayla_,
FB_000807,2024.08.08,TT comment,4.0,Love this! Sizing was spot on.,the_real_dan,
FB_000527,12/19/2024,Insta,5 stars,"Easy returns, no questions asked. The protein powder is great. 💯",Sarah K.,
FB_001401,2024-12-26,GMB,,Can't recommend enough. Return was painless and refund was fast. Better than Amazon Basics honestly. 😍,user8842,
FB_000459,  2024-08-08 ,Google,,Mixed feelings. It's fine does the job. 😍,user8842,
FB_000607,2024.07.08,google reviews,,So happy with my order. Cheaper than i expected and worth it. Support team was so helpful and quick. The backpack is great. 😡,GymRat99,
FB_000552,  2024-04-24 ,email survey,4 stars,"Mixed feelings. Support was okay, took a bit. The water bottle is ok. 😍",fitlife.amy,
FB_001005,2024-04-04 06:36:09,App Store,,Me encanta! La calidad es increible y llego rapidisimo. 🤷,TrailDad,
FB_000834,2024.04.06,tt,,"Mixed feelings. Fit is alright, maybe size up.",TrailDad,
FB_000352,2024-01-16,facebook,,That ad after i left the site — Would not buy again. Fell apart after one wash. Going back to Lululemon honestly. 🔥,Sarah K.,META_002
FB_000049,21 Aug 2024,instagram,4.0,Can't recommend enough. The app makes ordering so simple. 💯,,
FB_000440,05/27/2024,TikTok,5.0,Even better quality than the photos. (found you on google search),—,GOOG_002
FB_001175,2024-08-26 22:02:56,instagram,,"That banner ad followed me — 10/10. Great support, very responsive. 👎",GymRat99,GOOG_003
FB_001157,2024.06.10,App Store,2.0,Frustrated tbh. Still haven't gotten my refund weeks later. 💯,,
FB_001381,12/07/2024,facebook,5/5,Support team was so helpful and quick.,anon,
FB_001341,5 May 2024,website review,5.0,10/10. The promo price was a steal. The yoga mat is great. (that ugc tiktok),TrailDad,TKTK_002
FB_000565,2024-12-07,tt,,Can't recommend enough. Shipping was super quick. The sneakers is great. (your tiktok product ad),wellness_wendy,TKTK_003
FB_001469,26 Jul 2024,Google,5,So happy with my order. Shipping was super quick.,@runner_jane,TKTK_003
FB_001475,4 Mar 2024,Google Play,,"Saw your brand video on facebook — Fit is alright, maybe size up. The backpack is ok. 🔥",,META_001
FB_001085,"August 12, 2024",Meta,,"Honestly impressed. Got it in two days, amazing. (teh display ad I kept seeing) 😍",j.doe,GOOG_003
FB_000580,7/29/24,tiktok,,Would not buy again. The return process is an absolute nightmare. The moisturizer was a letdown.,user8842,TKTK_001
FB_000663,  2024-06-02 ,tt,,"It's fine. Fit is alright, maybe size up. Customer service was average. The hoodie is ok.",—,
FB_001134,"June 16, 2024",tt,,"fit is perfect, true to size. the promo price was a steal. 😡",,
FB_001280,"April 7, 2024",Meta,,Can't recommend enough. Support team was so helpful and quick. (a tiktoker reviewed it) ❤️,—,TKTK_002
FB_001442,2024-09-07 19:23:37,Trustpilot,5 stars,Found you searching your brand on google — Super contento con el producto lo recomiendo. 🙄,@runner_jane,GOOG_001
FB_000360,2024.11.18,tt,3 stars,"Esta bien, nada del otro mundo.",GymRat99,
FB_000060,"December 21, 2024",App Store,5/5,Your youtube ad — Love this! Return was painless and refund was fast. 👎,fitlife.amy,GOOG_003
FB_000383,2024-06-18,website review,5.0,"excelente compra, vale totalmente la pena. 🙄",TrailDad,
FB_000033,  2024-01-29 ,Facebook,,Support team was so helpful and quick. 😍,kayla_,
FB_000175,30 Mar 2024,Meta,,Saw your brand video on facebook — Save your money. Tracking never updated and it showed up late. 👎,@runner_jane,META_001
FB_001272,3 Nov 2024,fb comment,5,Return was painless and refund was fast. Better than Nike honestly. ❤️,—,TKTK_001
FB_000395,08/02/2024,Meta,4 stars,So happy with my order. Honestly great value for the price. Support team was so helpful and quick.,,
FB_000777,03/30/2024,TT comment,2 stars,Would not buy again. Customer service ignored my emails for days. Fell apart after one wash. 👎,wellness_wendy,META_001
FB_001204,2024.05.04,GMB,1/5,"Save your money. Cheap material, super disappointed. 😡",j.doe,
FB_000635,  2024-05-10 ,TikTok,,"So happy with my order. So well made, feels premium. The app makes ordering so simple. (your insta brand campaign) 👎",—,META_001
FB_001468,10/22/2024,website review,,The creator's tiktok about you — So happy with my order. Sizing was spot on. Better than Adidas honestly. 🙄,user8842,TKTK_002
FB_001263,2024-10-20,Google,,"Mixed feelings. It's fine, does the job. The backpack is ok. 😡",the_real_dan,
FB_001264,  2024-10-10 ,fb comment,,Customer service ignored my emails for days. Fell apart after one wash. The gym shorts was a letdown. (the dynamic ad on tiktok) 🤷,Sarah K.,TKTK_003
FB_000159,2024-11-23 02:50:50,Google,3 stars,"Decent overall. The site works fine. Returns were okay, a bit slow. 🔥",mike_t,
FB_000924,  2024-02-29 ,FB,2 stars,Would not buy again. Tracking never updated and it showed up late. The price went up right after i bought. Going back to Amazon Basics honestly. 💯,TrailDad,
FB_001037,2024.05.02,facebook,1,"Muy decepcionado, la calidad es malisima. 🙄",wellness_wendy,GOOG_001
FB_000792,2024.08.23,FB,★☆☆☆☆,The ad that kept following me around — Frustrated tbh. The return process is an absolute nightmare. The backpack was a letdown.,Sarah K.,META_002
FB_000799,8 Sep 2024,tiktok,,Googled running gear and your ad popped up — Would not buy again. Still haven't gotten my refund weeks later. The protein powder was a letdown. 😡,Sarah K.,GOOG_002
FB_000874,2024-03-03 06:58:16,Facebook,,Your tiktok product ad — Save your money. Customer service ignored my emails for days. 🙄,mike_t,TKTK_003
FB_000221,"November 23, 2024",FB,,"ugh. cheap material, super disappointed. the hoodie was a letdown. going back to alo honestly.",user8842,
FB_000776,2024-03-12,google reviews,5,So happy with my order. Customer service sorted my issue in minutes. Better than Amazon Basics honestly. (your brand showed up first on google) 🔥,anon,GOOG_001
FB_000975,10/08/2024,Yotpo,4,It's fine. The site works fine. The water bottle is ok. 🙄,@runner_jane,
FB_000894,11/7/24,fb comment,2/5,"Pesima experiencia, el envio tardo siglos. 🤷",TrailDad,
FB_000226,"November 10, 2024",website review,,Honestly impressed. Support team was so helpful and quick. The leggings is great.,Sarah K.,GOOG_003
FB_001355,2024.09.11,Meta,2 stars,El servicio al cliente no respondio nunca. (that viral tiktok) 😡,wellness_wendy,TKTK_001
FB_001309,"December 27, 2024",GMB,,Me encanta! La calidad es increible y llego rapidisimo. 😍,fitlife.amy,TKTK_002
FB_000102,2024-03-15 02:10:33,tt,4,So happy with my order. Cheaper than i expected and worth it. The quality is genuinely amazing. The leggings is great.,,TKTK_003
FB_001377,2024.11.21,Trustpilot,5/5,"Excelente compra, vale totalmente la pena. 🙄",Sarah K.,
FB_000697,2024.04.02,instagram,5.0,"10/10. So well made, feels premium. Better than Amazon Basics honestly.",anon,
FB_000869,  2024-12-20 ,website review,5,"Excelente compra, vale totalmente la pena. 🙄",wellness_wendy,
FB_001093,  2024-11-08 ,fb comment,,Love this! Cheaper than i expected and worth it. The app makes ordering so simple. Better than Gymshark honestly. 🤷,mike_t,GOOG_002
FB_001256,02/07/2024,Trustpilot,,Customer service was average. It's okay for teh cost.,wellness_wendy,
FB_000092,2024.10.14,Insta,4.0,Me encanta! La calidad es increible y llego rapidisimo.,GymRat99,
FB_000057,02/27/2024,FB,,Your summer sale ad — Love this! Arrived way faster than expected. Checkout was smooth and easy. 🙄,mike_t,META_003
FB_000492,2024.12.02,instagram,2/5,Ugh. Tracking never updated and it showed up late. 💯,kayla_,
FB_000515,  2024-03-31 ,tiktok,5,"Love this! Easy returns, no questions asked. (that viral tiktok) 👎",wellness_wendy,TKTK_001
FB_000769,2024-02-27,Insta,4 stars,Cumple pero esperaba algo mejor. 🙄,m.garcia,TKTK_003
FB_000836,29 Nov 2024,instagram,★★★☆☆,Decent overall. Customer service was average.,mike_t,
FB_000199,2024-07-05 01:32:08,GMB,4 stars,Found you searching your brand on google — 10/10. Even better quality than the photos. ❤️,—,GOOG_001
FB_000207,  2024-12-24 ,IG,,The quality is genuinely amazing. Return was painless and refund was fast. 🔥,Sarah K.,
FB_001216,2024-10-14,FB,5/5,So happy with my order. Customer service sorted my issue in minutes. The quality is genuinely amazing. The gym shorts is great. Better than Adidas honestly. 🔥,,
FB_001205,"January 6, 2024",Yotpo,1,Ugh. Sizing chart is totally off. The protein powder was a letdown. Going back to Adidas honestly. (your youtube ad) 😡,fitlife.amy,GOOG_003
FB_001483,"March 15, 2024",tiktok,,Honestly great value for teh price. The hoodie is great. Better than Lululemon honestly. 💯,kayla_,
FB_000996,,IG,,"Muy decepcionado, la calidad es malisima. 🤷",@runner_jane,
FB_001451,12/24/24,tt,,"The creator's tiktok about you — It's fine. Delivery was fine i guess. It's fine, does teh job. The moisturizer is ok. Going back to Gymshark honestly. 😍",m.garcia,TKTK_002
FB_001114,"May 6, 2024",Trustpilot,,Checkout was smooth and easy. The gym shorts is great. 💯,mike_t,
FB_001323,28 Feb 2024,tiktok,4,Can't recommend enough. Arrived way faster than expected. (your insta brand campaign) 👎,the_real_dan,META_001
FB_001040,07/02/2024,IG,,The ad that kept following me around — Honestly impressed. Return was painless and refund was fast. The app makes ordering so simple.,fitlife.amy,META_002
FB_000804,2024-10-22 19:16:11,TikTok,,Can't recommend enough. Customer service sorted my issue in minutes. The protein powder is great. (that awareness ad) 😍,user8842,META_001
FB_000644,"November 20, 2024",GMB,1 stars,Sizing chart is totally off. The protein powder was a letdown. Going back to Gymshark honestly. ❤️,Sarah K.,META_001
FB_000906,4/3/24,tiktok,3/5,The site works fine. 🤷,user8842,
FB_001387,"November 21, 2024",TikTok,,Ugh. Customer service ignored my emails for days. Fell apart after one wash. (saw your brand video on facebook) 🤷,m.garcia,META_001
FB_001136,2024-06-16 09:26:06,GMB,,Mixed feelings. It's okay for the cost. The running shoes is ok. 🔥,@runner_jane,
FB_000405,2024-12-28,website review,,The dynamic ad on tiktok — Honestly impressed. Support team was so helpful and quick. The leggings is great. 😡,user8842,TKTK_003
FB_000470,2024-04-03,Trustpilot,,Found you searching your brand on google — It's fine. Customer service was average. The water bottle is ok. 👎,GymRat99,GOOG_001
FB_000050,  2024-07-03 ,Play Store,,Frustrated tbh. The return process is an absolute nightmare. The protein powder was a letdown. 🤷,j.doe,META_002
FB_001398,02/20/2024,TikTok,,Your tiktok product ad — Frustrated tbh. Way overpriced for what you get. 🤷,wellness_wendy,TKTK_003
FB_000345,2/28/24,tiktok,,can't recommend enough. honestly great value for the price. the backpack is great. better than amazon basics honestly.,mike_t,
FB_000998,2024-07-29 13:32:31,App Store,,"Ugh. Runs really small, had to send it back. 😡",—,META_002
FB_001354,3/28/24,FB,5/5,"Can't recommend enough. Easy returns, no questions asked. The sneakers is great. (the ad that kept following me around)",Sarah K.,META_002
FB_001417,2024-12-10 06:12:31,GMB,,10/10. The app makes ordering so simple. The promo price was a steal. The hoodie is great. 👎,wellness_wendy,
FB_001322,2024-03-04 19:56:14,GMB,★★★★★,Me encanta! La calidad es increible y llego rapidisimo. ❤️,mike_t,
FB_000299,"February 10, 2024",email survey,,Frustrated tbh. The return process is an absolute nightmare. The protein powder was a letdown. Going back to Gymshark honestly.,mike_t,
FB_000354,9/9/24,tiktok,4 stars,Decent overall. Ordering was straightforward enough. The yoga mat is ok.,,
FB_001171,07/01/2024,Yotpo,5.0,Customer service sorted my issue in minutes. (your insta brand campaign),kayla_,META_001
FB_000884,"January 29, 2024",tt,★★★★★,That ad after i left the site — Honestly impressed. Customer service sorted my issue in minutes.,the_real_dan,META_002
FB_001080,2024-07-15,TT comment,,"Found you searching your brand on google — Super contento con el producto, lo recomiendo. 🔥",mike_t,GOOG_001
FB_000680,  2024-01-23 ,Google,5/5,Your brand showed up first on google — Can't recommend enough. Shipping was super quick. The running shoes is great.,Sarah K.,GOOG_001
FB_000037,2024-11-06,Google,1.0,El servicio al cliente no respondio nunca.,mike_t,
FB_000526,2024-12-20 06:11:38,Google,,way overpriced for what you get. the water bottle was a letdown. going back to adidas honestly. ❤️,user8842,
FB_000839,  2024-10-01 ,tt,1 stars,Ugh. Shipping is painfully slow. Still haven't gotten my refund weeks later. The hoodie was a letdown. 👎,,
FB_000958,"June 25, 2024",instagram,,Returns were okay a bit slow. 👎,@runner_jane,META_002
FB_000750,"April 18, 2024",FB,,Found you searching your brand on google — Can't recommend enough. Customer service sorted my issue in minutes. The yoga mat is great.,j.doe,GOOG_001
FB_001281,2024.02.07,Meta,,10/10. the promo price was a steal. better than gymshark honestly. 🔥,j.doe,META_001
FB_000885,2024-04-02 00:57:52,TT comment,,That ugc tiktok — Really disappointed. Way overpriced for what you get.,@runner_jane,TKTK_002
FB_000587,2024-07-30,tiktok,3.0,"Your brand showed up first on google — Cumple, pero esperaba algo mejor. 😡",j.doe,GOOG_001
FB_000639,2024-03-25,fb comment,★★★☆☆,Mixed feelings. It's fine does the job.,—,
FB_001266,03/07/2024,App Store,★★★★★,"10/10. easy returns, no questions asked. the app makes ordering so simple. the yoga mat is great. better than lululemon honestly. (the dynamic ad on tiktok) 🤷",the_real_dan,TKTK_003
FB_001222,"August 4, 2024",App Store,,Save your money. Shipping is painfully slow. Way overpriced for what you get. Going back to Nike honestly. 🔥,GymRat99,
FB_001324,12/23/24,FB,5,Your tiktok video — Return was painless and refund was fast.,fitlife.amy,TKTK_001
FB_000196,2/11/24,fb comment,3,"esta bien, nada del otro mundo.",GymRat99,TKTK_001
FB_000550,2024-05-24,facebook,,Save your money. Fell apart after one wash. Going back to Amazon Basics honestly. ❤️,m.garcia,
FB_001144,2024.08.28,Google,,Would not buy again. Not worth the money at all. Checkout failed three times before it worked. The backpack was a letdown. Going back to Alo honestly. 🙄,m.garcia,
FB_000542,4/24/24,TT comment,1.0,Save your money. Still haven't gotten my refund weeks later. The moisturizer was a letdown. (your youtube ad) 😍,,GOOG_003
FB_000496,4/27/24,instagram,,"Frustrated tbh. Runs really small, had to send it back. The app kept crashing at payment.",Sarah K.,
FB_001049,30 Jan 2024,Google,,Honestly impressed. Fit is perfect true to size. The moisturizer is great. ❤️,TrailDad,
FB_001234,2024-09-28 15:53:46,Facebook,,"Not bad, not great. Returns were okay, a bit slow.",mike_t,
FB_000375,9/18/24,App Store,5.0,"fit is perfect, true to size. the moisturizer is great. 💯",user8842,
FB_000722,14 Nov 2024,App Store,4/5,Can't recommend enough. Return was painless and refund was fast. 👎,@runner_jane,
FB_000455,  2024-06-20 ,App Store,5.0,"Your tiktok video — Love this! Easy returns, no questions asked. 😡",j.doe,TKTK_001
FB_000344,05/25/2024,Insta,★★★★☆,"So happy with my order. Easy returns, no questions asked. Sizing was spot on. The running shoes is great. 😍",—,META_001
FB_001056,  2024-05-08 ,Play Store,2,Would not buy again. Fell apart after one wash. Still haven't gotten my refund weeks later. Going back to Lululemon honestly.,anon,META_001
FB_001258,18 Mar 2024,Google,,10/10. So well made feels premium. The gym shorts is great. (your youtube ad),,GOOG_003
FB_000058,"January 18, 2024",tt,,"Super contento con el producto, lo recomiendo. (your retargeting ad)",j.doe,META_002
FB_001415,3 Jul 2024,App Store,1,Would not buy again. Not worth the money at all. 🙄,TrailDad,
FB_001045,2024.08.08,tt,★★★★☆,The quality is genuinely amazing. Honestly great value for teh price. The leggings is great. Better than Amazon Basics honestly. (your insta brand campaign) ❤️,Sarah K.,META_001
FB_001006,08/23/2024,IG,4/5,The site works fine. (that banner ad followed me) 😡,j.doe,GOOG_003
FB_000424,27 Jan 2024,Google,,Your tiktok product ad — Cheaper than i expected and worth it. Support team was so helpful and quick.,j.doe,TKTK_003
FB_000939,2024-03-20 00:54:48,Google,,"Pesima experiencia, el envio tardo siglos.",wellness_wendy,
FB_000107,,App Store,,Your tiktok video — El servicio al cliente no respondio nunca.,j.doe,TKTK_001
FB_000535,11/26/2024,Meta,5/5,Found you searching your brand on google — Honestly great value for teh price. 🙄,GymRat99,GOOG_001
FB_000764,"June 1, 2024",website review,2 stars,Sizing chart is totally off. (that banner ad followed me) 🙄,GymRat99,GOOG_003
FB_001418,05/22/2024,google reviews,4,"Even better quality than the photos. Fit is perfect, true to size. Better than Gymshark honestly. ❤️",j.doe,
FB_001189,30 May 2024,Google,5.0,Found you on google search — 10/10. Honestly great value for teh price. Return was painless and refund was fast. 🔥,TrailDad,GOOG_002
FB_000252,2024-12-26,FB,,Save your money. Shipping is painfully slow. Support was useless and rude. ❤️,wellness_wendy,
FB_000369,2024-10-27,Meta,★★★☆☆,Customer service was average. (googled running gear and your ad popped up),,GOOG_002
FB_000392,7/20/24,Yotpo,,10/10. Checkout was smooth and easy. ❤️,,
FB_000317,04/25/2024,IG,★★★★☆,"So happy with my order. Even better quality than the photos. Easy returns, no questions asked. Better than Adidas honestly. ❤️",m.garcia,META_003
FB_001003,15 Dec 2024,Facebook,1,Your youtube ad — The return process is an absolute nightmare. 👎,@runner_jane,GOOG_003
FB_000453,  2024-05-08 ,email survey,,Found you searching your brand on google — Save your money. Customer service ignored my emails for days. The moisturizer was a letdown. 💯,m.garcia,GOOG_001
FB_000377,2024-07-05,email survey,★★★★☆,Saw your search ad — 10/10. Support team was so helpful and quick. Shipping was super quick. 💯,anon,GOOG_002
FB_000443,30 Sep 2024,facebook,,Not bad not great. Customer service was average. Ordering was straightforward enough. The hoodie is ok. (saw your brand video on facebook),anon,META_001
FB_000069,06/26/2024,website review,4 stars,"Great support, very responsive. The leggings is great. 😍",—,
FB_000503,,Trustpilot,★★★★★,Honestly impressed. Arrived way faster than expected. 👎,GymRat99,
FB_001058,2024-05-06,google reviews,4.0,Even better quality than the photos. 😡,—,META_001
FB_001379,2024-06-27 02:39:43,tiktok,,Love this! The promo price was a steal. The quality is genuinely amazing. Better than Alo honestly. 🤷,Sarah K.,
FB_000423,6/30/24,Meta,4/5,Honestly impressed. Customer service sorted my issue in minutes. (your brand showed up first on google) 😍,the_real_dan,GOOG_001
FB_000210,"November 25, 2024",Google,,The back to school promo — Honestly impressed. The promo price was a steal. ❤️,@runner_jane,META_003
FB_000981,2024-05-09,google reviews,,Your brand showed up first on google — Still waiting on a reply from support.,,GOOG_001
FB_000890,22 Jul 2024,Google Play,1.0,Saw your brand video on facebook — Took almost three weeks to arrive. Going back to Gymshark honestly. 😍,user8842,META_001
FB_001331,"August 15, 2024",App Store,4/5,So happy with my order. Honestly great value for the price. Checkout was smooth and easy.,,TKTK_002
FB_001219,11 Nov 2024,website review,,The ad that kept following me around — Frustrated tbh. Sizing chart is totally off. Still waiting on a reply from support. 💯,,META_002
FB_001390,  2024-02-23 ,FB,★★★★☆,"That seasonal promo — Quality is decent, nothing special. 😍",@runner_jane,META_003
FB_000938,2024.01.25,website review,,"Excelente compra, vale totalmente la pena.",mike_t,
FB_001274,2024-08-22 17:35:26,fb comment,1 stars,The return process is an absolute nightmare. (your brand showed up first on google) 😡,anon,GOOG_001
FB_000507,  2024-12-05 ,facebook,5/5,Honestly impressed. Even better quality than the photos. 🤷,Sarah K.,
FB_000180,  2024-09-27 ,FB,,"The display ad i kept seeing — Super contento con el producto, lo recomiendo.",the_real_dan,GOOG_003
FB_000087,9/10/24,App Store,,El servicio al cliente no respondio nunca.,j.doe,
FB_000287,4/19/24,Yotpo,2.0,The creator's tiktok about you — Ugh. Website is a buggy mess. Support was useless and rude. The leggings was a letdown. 👎,m.garcia,TKTK_002
FB_000781,03/01/2024,Google,,Googled running gear and your ad popped up — Honestly impressed. The app makes ordering so simple. The running shoes is great.,anon,GOOG_002
FB_000474,12/22/24,instagram,,So happy with my order. Arrived way faster than expected. The gym shorts is great. (that banner ad followed me) 💯,the_real_dan,GOOG_003
FB_000813,  2024-10-10 ,instagram,4.0,So happy with my order. The app makes ordering so simple.,mike_t,
FB_000145,3/10/24,GMB,,"Not bad, not great. Returns were okay, a bit slow. The water bottle is ok. (saw your brand video on facebook)",user8842,META_001
FB_000633,4 Mar 2024,GMB,,The dynamic ad on tiktok — Ugh. Customer service ignored my emails for days. Cheap material super disappointed. The water bottle was a letdown. Going back to Adidas honestly. 😍,user8842,TKTK_003
FB_000508,2024-05-09,Google Play,4.0,Can't recommend enough. Return was painless and refund was fast. Customer service sorted my issue in minutes.,the_real_dan,
FB_000617,"December 25, 2024",fb comment,,Love this! Sizing was spot on. ❤️,mike_t,
FB_000332,11/20/24,IG,,"So well made, feels premium.",j.doe,
FB_001306,  2024-11-13 ,google reviews,★★★☆☆,"Returns were okay, a bit slow. The moisturizer is ok.",fitlife.amy,
FB_001168,2024-01-14,IG,,Frustrated tbh. Tracking never updated and it showed up late. 👎,user8842,
FB_000128,2024-11-04,fb comment,1.0,Frustrated tbh. Website is a buggy mess. Tracking never updated and it showed up late. (that ad after I left the site),,META_002
FB_001408,"February 16, 2024",Facebook,,"Cheap material, super disappointed. Customer service ignored my emails for days. 😍",TrailDad,
FB_001176,2024.08.30,email survey,5 stars,"Saw your brand video on facebook — Super contento con el producto, lo recomiendo.",kayla_,META_001
